calendar.date,census,replicate,microsite,sampling.method,pan.colour,order,family,total.abundance
26/04/2013,3,14,Open,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,14,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
26/04/2013,3,14,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,14,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,1
26/04/2013,3,14,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,2
26/04/2013,3,14,Shrub,Pan,Yellow,Hymenoptera,Formicidae,3
26/04/2013,3,14,Shrub,Pan,Yellow,Hymenoptera,Halictidae,1
26/04/2013,3,14,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
26/04/2013,3,15,Open,Pan,White,Coleoptera,melyridae,1
26/04/2013,3,15,Open,Pan,White,Diptera,Bombyliidae,1
26/04/2013,3,15,Open,Pan,White,Diptera,Pipunculidae,1
26/04/2013,3,15,Open,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,15,Open,Pan,White,Hymenoptera,Megachilidae,1
26/04/2013,3,15,Shrub,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,15,Shrub,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,15,Shrub,Pan,White,Hymenoptera,Andrenidae,1
26/04/2013,3,15,Shrub,Pan,White,Hymenoptera,Crabronidae,2
26/04/2013,3,15,Shrub,Pan,White,Hymenoptera,Formicidae,1
26/04/2013,3,15,Shrub,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,16,Open,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,16,Open,Pan,Blue,Coleoptera,melyridae,1
26/04/2013,3,16,Open,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,16,Shrub,Pan,Blue,Diptera,Muscidae,1
26/04/2013,3,16,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
26/04/2013,3,17,Open,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,17,Open,Pan,Yellow,Hemiptera,Geocoridae,1
26/04/2013,3,17,Open,Pan,Yellow,Hymenoptera,Crabronidae,3
26/04/2013,3,17,Open,Pan,Yellow,Hymenoptera,Sphecidae,1
26/04/2013,3,17,Shrub,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,17,Shrub,Pan,Yellow,Hymenoptera,Chalcididae,1
26/04/2013,3,17,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
26/04/2013,3,17,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,2
26/04/2013,3,18,Open,Pan,White,Coleoptera,melyridae,1
26/04/2013,3,18,Open,Pan,White,Diptera,Chloropidae,1
26/04/2013,3,18,Open,Pan,White,Diptera,Muscidae,1
26/04/2013,3,18,Open,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,18,Open,Pan,White,Hemiptera,Rhopalidae,1
26/04/2013,3,18,Open,Pan,White,Hymenoptera,Andrenidae,1
26/04/2013,3,18,Open,Pan,White,Hymenoptera,Chrysididae,2
26/04/2013,3,18,Open,Pan,White,Hymenoptera,Crabronidae,1
26/04/2013,3,18,Open,Pan,White,Hymenoptera,Pompilidae,1
26/04/2013,3,18,Shrub,Pan,White,Coleoptera,melyridae,1
26/04/2013,3,18,Shrub,Pan,White,Hemiptera,Cicadellidae,1
26/04/2013,3,18,Shrub,Pan,White,Hymenoptera,Chalcididae,1
26/04/2013,3,18,Shrub,Pan,White,Hymenoptera,Chrysididae,3
26/04/2013,3,18,Shrub,Pan,White,Hymenoptera,Crabronidae,1
26/04/2013,3,18,Shrub,Pan,White,Hymenoptera,Vespidae,1
26/04/2013,3,19,Open,Pan,Blue,Coleoptera,melyridae,2
26/04/2013,3,19,Open,Pan,Blue,Diptera,Tachinidae,2
26/04/2013,3,19,Open,Pan,Blue,Hymenoptera,Formicidae,2
26/04/2013,3,19,Shrub,Pan,Blue,Coleoptera,melyridae,1
26/04/2013,3,19,Shrub,Pan,Blue,Coleoptera,Mordellidae,1
26/04/2013,3,19,Shrub,Pan,Blue,Diptera,Bombyliidae,1
26/04/2013,3,19,Shrub,Pan,Blue,Diptera,Muscidae,1
26/04/2013,3,19,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,19,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
26/04/2013,3,19,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,20,Open,Pan,Yellow,Coleoptera,melyridae,1
26/04/2013,3,20,Open,Pan,Yellow,Diptera,Sarcophagidae,1
26/04/2013,3,20,Open,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,20,Open,Pan,Yellow,Hymenoptera,Chrysididae,2
26/04/2013,3,20,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,20,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,20,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
26/04/2013,3,20,Shrub,Pan,Yellow,Diptera,Tachinidae,3
26/04/2013,3,20,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,1
26/04/2013,3,20,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
26/04/2013,3,21,Open,Pan,White,Coleoptera,melyridae,3
26/04/2013,3,21,Open,Pan,White,Diptera,Bombyliidae,1
26/04/2013,3,21,Open,Pan,White,Hemiptera,Cicadellidae,1
26/04/2013,3,21,Open,Pan,White,Hemiptera,Geocoridae,2
26/04/2013,3,21,Open,Pan,White,Hymenoptera,Bethylidae,1
26/04/2013,3,21,Shrub,Pan,White,Coleoptera,melyridae,1
26/04/2013,3,21,Shrub,Pan,White,Hemiptera,Cicadellidae,1
26/04/2013,3,21,Shrub,Pan,White,Hymenoptera,Chrysididae,2
26/04/2013,3,21,Shrub,Pan,White,Hymenoptera,Crabronidae,3
26/04/2013,3,21,Shrub,Pan,White,Hymenoptera,Sphecidae,2
26/04/2013,3,22,Open,Pan,Blue,Coleoptera,melyridae,3
26/04/2013,3,22,Open,Pan,Blue,Diptera,Tachinidae,2
26/04/2013,3,22,Open,Pan,Blue,Hemiptera,Cicadellidae,1
26/04/2013,3,22,Open,Pan,Blue,Hemiptera,Geocoridae,1
26/04/2013,3,22,Open,Pan,Blue,Hemiptera,Rhopalidae,1
26/04/2013,3,22,Open,Pan,Blue,Hymenoptera,Formicidae,1
26/04/2013,3,22,Open,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,22,Shrub,Pan,Blue,Diptera,Asilidae,1
26/04/2013,3,22,Shrub,Pan,Blue,Diptera,Tachinidae,2
26/04/2013,3,22,Shrub,Pan,Blue,Hymenoptera,Apidae,1
26/04/2013,3,22,Shrub,Pan,Blue,Hymenoptera,Megachilidae,2
26/04/2013,3,22,Shrub,Pan,Blue,Hymenoptera ,Crabronidae,1
26/04/2013,3,23,Open,Pan,Yellow,Coleoptera,melyridae,1
26/04/2013,3,23,Open,Pan,Yellow,Diptera,Muscidae,1
26/04/2013,3,23,Open,Pan,Yellow,Diptera,Sarcophagidae,3
26/04/2013,3,23,Open,Pan,Yellow,Diptera,Syrphidae,1
26/04/2013,3,23,Open,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,23,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,23,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,23,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
26/04/2013,3,23,Shrub,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,23,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
26/04/2013,3,23,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,23,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,24,Open,Pan,White,Coleoptera,melyridae,4
26/04/2013,3,24,Open,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,24,Open,Pan,White,Hemiptera,Cicadellidae,1
26/04/2013,3,24,Open,Pan,White,Hymenoptera,Andrenidae,1
26/04/2013,3,24,Open,Pan,White,Hymenoptera,Megachilidae,1
26/04/2013,3,24,Shrub,Pan,White,Diptera,Tachinidae,3
26/04/2013,3,24,Shrub,Pan,White,Hemiptera,Geocoridae,1
26/04/2013,3,24,Shrub,Pan,White,Hymenoptera,Bradynobaenidae,1
26/04/2013,3,24,Shrub,Pan,White,Hymenoptera,Chrysididae,2
26/04/2013,3,24,Shrub,Pan,White,Hymenoptera,Pompilidae,1
26/04/2013,3,24,Shrub,Pan,White,Hymenoptera ,Crabronidae,1
26/04/2013,3,25,Open,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,25,Open,Pan,Blue,Coleoptera,melyridae,3
26/04/2013,3,25,Open,Pan,Blue,Diptera,Bombyliidae,1
26/04/2013,3,25,Open,Pan,Blue,Hymenoptera,Apidae,2
26/04/2013,3,25,Open,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,25,Open,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,25,Shrub,Pan,Blue,Coleoptera,melyridae,1
26/04/2013,3,25,Shrub,Pan,Blue,Diptera,Sarcophagidae,1
26/04/2013,3,25,Shrub,Pan,Blue,Hemiptera,Rhopalidae,2
26/04/2013,3,25,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
26/04/2013,3,26,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
26/04/2013,3,26,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
26/04/2013,3,26,Open,Pan,Yellow,Hymenoptera,Formicidae,1
26/04/2013,3,26,Open,Pan,Yellow,Hymenoptera,Halictidae,1
26/04/2013,3,26,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,26,Shrub,Pan,Yellow,Coleoptera,melyridae,1
26/04/2013,3,26,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
26/04/2013,3,26,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
26/04/2013,3,26,Shrub,Pan,Yellow,Hymenoptera,Halictidae,1
26/04/2013,3,27,Open,Pan,White,Coleoptera,melyridae,4
26/04/2013,3,27,Open,Pan,White,Diptera,Chloropidae,1
26/04/2013,3,27,Open,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,27,Open,Pan,White,Hemiptera,Rhopalidae,1
26/04/2013,3,27,Open,Pan,White,Hymenoptera,Andrenidae,3
26/04/2013,3,27,Open,Pan,White,Hymenoptera,Chrysididae,1
26/04/2013,3,27,Open,Pan,White,Hymenoptera,Crabronidae,1
26/04/2013,3,27,Shrub,Pan,White,Coleoptera,Meloidae,2
26/04/2013,3,27,Shrub,Pan,White,Diptera,Tachinidae,2
26/04/2013,3,27,Shrub,Pan,White,Hemiptera,Geocoridae,1
26/04/2013,3,27,Shrub,Pan,White,Hemiptera,Rhopalidae,1
26/04/2013,3,27,Shrub,Pan,White,Hymenoptera,Chrysididae,1
26/04/2013,3,28,Open,Pan,Blue,Coleoptera,melyridae,1
26/04/2013,3,28,Open,Pan,Blue,Diptera,Sarcophagidae,1
26/04/2013,3,28,Open,Pan,Blue,Diptera,Tachinidae,1
26/04/2013,3,28,Open,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,28,Shrub,Pan,Blue,Diptera,Tachinidae,1
26/04/2013,3,29,Open,Pan,Yellow,Coleoptera,melyridae,1
26/04/2013,3,29,Open,Pan,Yellow,Diptera,Anthomyiidae,1
26/04/2013,3,29,Open,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,29,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
26/04/2013,3,29,Open,Pan,Yellow,Hymenoptera,Formicidae,1
26/04/2013,3,29,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Coleoptera,Mordellidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Hemiptera,Geocoridae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,3
26/04/2013,3,29,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,29,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,30,Open,Pan,White,Coleoptera,melyridae,2
26/04/2013,3,30,Open,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,30,Open,Pan,White,Hemiptera,Geocoridae,1
26/04/2013,3,30,Open,Pan,White,Hemiptera,Rhopalidae,3
26/04/2013,3,30,Open,Pan,White,Hymenoptera,Andrenidae,2
26/04/2013,3,30,Open,Pan,White,Hymenoptera,Crabronidae,1
26/04/2013,3,30,Open,Pan,White,Hymenoptera,Formicidae,1
26/04/2013,3,30,Shrub,Pan,White,Diptera,Apioceridae,1
26/04/2013,3,30,Shrub,Pan,White,Diptera,Muscidae,1
26/04/2013,3,30,Shrub,Pan,White,Hemiptera,Cicadellidae,1
26/04/2013,3,30,Shrub,Pan,White,Hymenoptera,Chalcididae,1
26/04/2013,3,30,Shrub,Pan,White,Hymenoptera,Crabronidae,3
26/04/2013,3,30,Shrub,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,30,Shrub,Pan,White,Hymenoptera,Sphecidae,1
27/04/2013,4,1,Open,Pan,White,Diptera,Bombyliidae,1
27/04/2013,4,1,Open,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,1,Open,Pan,White,Hymenoptera,Crabronidae,2
27/04/2013,4,1,Open,Pan,White,Hymenoptera,Megachilidae,1
27/04/2013,4,1,Shrub,Pan,White,Coleoptera,melyridae,1
27/04/2013,4,1,Shrub,Pan,White,Diptera,Tachinidae,2
27/04/2013,4,1,Shrub,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,1,Shrub,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,1,Shrub,Pan,White,Hymenoptera,Crabronidae,2
27/04/2013,4,1,Shrub,Pan,White,Hymenoptera,Formicidae,2
27/04/2013,4,1,Shrub,Pan,White,Hymenoptera,Sphecidae,1
27/04/2013,4,2,Open,Pan,Yellow,Hymenoptera,Crabronidae,3
27/04/2013,4,2,Open,Pan,Yellow,Hymenoptera,Sphecidae,1
27/04/2013,4,2,Shrub,Pan,Yellow,Diptera,Tachinidae,2
27/04/2013,4,2,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,3,Open,Pan,Blue,Coleoptera,melyridae,1
27/04/2013,4,3,Open,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,3,Open,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,3,Open,Pan,Blue,Hymenoptera,Formicidae,1
27/04/2013,4,3,Open,Pan,Blue,Hymenoptera,Megachilidae,2
27/04/2013,4,3,Shrub,Pan,Blue,Diptera,Bombyliidae,1
27/04/2013,4,3,Shrub,Pan,Blue,Diptera,Sarcophagidae,1
27/04/2013,4,3,Shrub,Pan,Blue,Diptera,Tachinidae,2
27/04/2013,4,3,Shrub,Pan,Blue,Hymenoptera,Andrenidae,1
27/04/2013,4,3,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,3,Shrub,Pan,Blue,Hymenoptera,Formicidae,2
27/04/2013,4,3,Shrub,Pan,Blue,Hymenoptera,Megachilidae,4
27/04/2013,4,4,Open,Pan,White,Coleoptera,melyridae,4
27/04/2013,4,4,Open,Pan,White,Diptera,Muscidae,2
27/04/2013,4,4,Open,Pan,White,Diptera,Tachinidae,2
27/04/2013,4,4,Open,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,4,Shrub,Pan,White,Coleoptera,Meloidae,1
27/04/2013,4,4,Shrub,Pan,White,Diptera,Mydidae,1
27/04/2013,4,4,Shrub,Pan,White,Diptera,Sarcophagidae,8
27/04/2013,4,4,Shrub,Pan,White,Diptera,Tachinidae,16
27/04/2013,4,4,Shrub,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,4,Shrub,Pan,White,Hymenoptera,Chrysididae,1
27/04/2013,4,4,Shrub,Pan,White,Hymenoptera,Crabronidae,4
27/04/2013,4,4,Shrub,Pan,White,Hymenoptera,Formicidae,1
27/04/2013,4,4,Shrub,Pan,White,Hymenoptera,Pompilidae,1
27/04/2013,4,5,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
27/04/2013,4,5,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,5,Open,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,5,Shrub,Pan,Yellow,Diptera,Bombyliidae,1
27/04/2013,4,5,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,2
27/04/2013,4,5,Shrub,Pan,Yellow,Hymenoptera,Chalcididae,1
27/04/2013,4,5,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
27/04/2013,4,5,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,6,Open,Pan,Blue,Coleoptera,melyridae,1
27/04/2013,4,6,Open,Pan,Blue,Hymenoptera,Apidae,1
27/04/2013,4,6,Open,Pan,Blue,Hymenoptera,Formicidae,4
27/04/2013,4,6,Open,Pan,Blue,Hymenoptera,Megachilidae,1
27/04/2013,4,6,Shrub,Pan,Blue,Coleoptera,melyridae,1
27/04/2013,4,6,Shrub,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,6,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,6,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
27/04/2013,4,7,Open,Pan,White,Coleoptera,Meloidae,1
27/04/2013,4,7,Open,Pan,White,Coleoptera,melyridae,1
27/04/2013,4,7,Open,Pan,White,Diptera,Muscidae,2
27/04/2013,4,7,Open,Pan,White,Hymenoptera,Andrenidae,2
27/04/2013,4,7,Open,Pan,White,Hymenoptera,Crabronidae,2
27/04/2013,4,7,Open,Pan,White,Hymenoptera,Formicidae,2
27/04/2013,4,7,Open,Pan,White,Hymenoptera,Megachilidae,1
27/04/2013,4,7,Shrub,Pan,White,Diptera,Muscidae,2
27/04/2013,4,7,Shrub,Pan,White,Diptera,Tachinidae,2
27/04/2013,4,7,Shrub,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,7,Shrub,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,8,Open,Pan,Yellow,Diptera,Sarcophagidae,1
27/04/2013,4,8,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,8,Open,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,8,Shrub,Pan,Yellow,Diptera,Asilidae,1
27/04/2013,4,8,Shrub,Pan,Yellow,Hymenoptera,bradynobaenidae,1
27/04/2013,4,8,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,9,Open,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,9,Open,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Formicidae,10
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Muscidae,1
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Sarcophagidae,1
27/04/2013,4,9,Shrub,Pan,Blue,Hymenoptera,Tachinidae,1
27/04/2013,4,10,Open,Pan,White,Coleoptera,melyridae,1
27/04/2013,4,10,Open,Pan,White,Diptera,Chloropidae,1
27/04/2013,4,10,Open,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,10,Shrub,Pan,White,Diptera,Bombyliidae,1
27/04/2013,4,10,Shrub,Pan,White,Hemiptera,Rhopalidae,3
27/04/2013,4,10,Shrub,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,10,Shrub,Pan,White,Hymenoptera,Crabronidae,6
27/04/2013,4,11,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,11,Open,Pan,Yellow,Hymenoptera,Formicidae,5
27/04/2013,4,11,Shrub,Pan,Yellow,Diptera,Muscidae,1
27/04/2013,4,11,Shrub,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,11,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,11,Shrub,Pan,Yellow,Hymenoptera,Formicidae,2
27/04/2013,4,11,Shrub,Pan,Yellow,Hymenoptera,Megachilidae,1
27/04/2013,4,11,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
27/04/2013,4,12,Open,Pan,Blue,Diptera,Muscidae,2
27/04/2013,4,12,Open,Pan,Blue,Diptera,Tachinidae,2
27/04/2013,4,12,Open,Pan,Blue,Hemiptera,Rhopalidae,1
27/04/2013,4,12,Open,Pan,Blue,Lepidoptera,Sphingidae,1
27/04/2013,4,12,Shrub,Pan,Blue,Coleoptera,melyridae,1
27/04/2013,4,12,Shrub,Pan,Blue,Coleoptera,Mordellidae,1
27/04/2013,4,12,Shrub,Pan,Blue,Diptera,Sarcophagidae,1
27/04/2013,4,12,Shrub,Pan,Blue,Diptera,Tachinidae,2
27/04/2013,4,12,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,12,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,12,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
27/04/2013,4,13,Shrub,Pan,White,Diptera,Tachinidae,1
27/04/2013,4,13,Shrub,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,13,Shrub,Pan,White,Hymenoptera,Crabronidae,1
27/04/2013,4,13,Shrub,Pan,White,Hymenoptera,Pompilidae,1
27/04/2013,4,13,Open,Pan,White,,,0
27/04/2013,4,14,Open,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,14,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
27/04/2013,4,14,Shrub,Pan,Yellow,Diptera,Anthomyiidae,2
27/04/2013,4,14,Shrub,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,14,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,15,Open,Pan,Blue,Diptera,Asilidae,1
27/04/2013,4,15,Open,Pan,Blue,Diptera,Muscidae,1
27/04/2013,4,15,Open,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,15,Open,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,15,Shrub,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,15,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,15,Shrub,Pan,Blue,Hymenoptera,Megachilidae,3
27/04/2013,4,15,Shrub,Pan,Blue,Hymenoptera,Pompilidae,1
27/04/2013,4,16,Open,Pan,White,Coleoptera,melyridae,5
27/04/2013,4,16,Open,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,16,Open,Pan,White,Hymenoptera,Crabronidae,2
27/04/2013,4,16,Open,Pan,White,Hymenoptera,Halictidae,1
27/04/2013,4,16,Open,Pan,White,Hymenoptera,Megachilidae,1
27/04/2013,4,16,Shrub,Pan,White,Hemiptera,Cicadellidae,1
27/04/2013,4,16,Shrub,Pan,White,Hymenoptera,Crabronidae,1
27/04/2013,4,16,Shrub,Pan,White,Hymenoptera,Pompilidae,2
27/04/2013,4,16,Shrub,Pan,White,Hymenoptera,Sphecidae,1
27/04/2013,4,17,Open,Pan,Yellow,Diptera,Apioceridae,1
27/04/2013,4,17,Open,Pan,Yellow,Diptera,Muscidae,1
27/04/2013,4,17,Open,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,17,Open,Pan,Yellow,Hymenoptera,Crabronidae,3
27/04/2013,4,17,Shrub,Pan,Yellow,Diptera,Sarcophagidae,2
27/04/2013,4,17,Shrub,Pan,Yellow,Diptera,Tachinidae,2
27/04/2013,4,17,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,17,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,18,Open,Pan,Blue,Coleoptera,melyridae,4
27/04/2013,4,18,Shrub,Pan,Blue,Coleoptera,melyridae,2
27/04/2013,4,18,Shrub,Pan,Blue,Diptera,Muscidae,1
27/04/2013,4,18,Shrub,Pan,Blue,Diptera,Tachinidae,2
27/04/2013,4,18,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,18,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,18,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
27/04/2013,4,19,Open,Pan,White,Coleoptera,melyridae,2
27/04/2013,4,19,Open,Pan,White,Hemiptera,Geocoridae,1
27/04/2013,4,19,Open,Pan,White,Hymenoptera,Crabronidae,1
27/04/2013,4,19,Shrub,Pan,White,Diptera,Asilidae,1
27/04/2013,4,19,Shrub,Pan,White,Diptera,Tachinidae,1
27/04/2013,4,19,Shrub,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,19,Shrub,Pan,White,Hymenoptera,Crabronidae,6
27/04/2013,4,19,Shrub,Pan,White,Hymenoptera,Halictidae,1
27/04/2013,4,20,Open,Pan,Yellow,Hymenoptera,Formicidae,2
27/04/2013,4,20,Open,Pan,Yellow,Hymenoptera,Muscidae,1
27/04/2013,4,20,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Coleoptera,melyridae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Diptera,Tachinidae,2
27/04/2013,4,20,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,2
27/04/2013,4,20,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,5
27/04/2013,4,20,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
27/04/2013,4,20,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,3
27/04/2013,4,21,Open,Pan,Blue,Coleoptera,melyridae,3
27/04/2013,4,21,Open,Pan,Blue,Hemiptera,Geocoridae,1
27/04/2013,4,21,Open,Pan,Blue,Hymenoptera,Megachilidae,2
27/04/2013,4,21,Shrub,Pan,Blue,Hymenoptera,Andrenidae,1
27/04/2013,4,22,Open,Pan,White,Coleoptera,Meloidae,1
27/04/2013,4,22,Open,Pan,White,Hymenoptera,Andrenidae,1
27/04/2013,4,22,Shrub,Pan,White,Diptera,Anthomyiidae,2
27/04/2013,4,22,Shrub,Pan,White,Diptera,Tachinidae,1
27/04/2013,4,22,Shrub,Pan,White,Hemiptera,Geocoridae,1
27/04/2013,4,22,Shrub,Pan,White,Hymenoptera,Crabronidae,2
27/04/2013,4,22,Shrub,Pan,White,Hymenoptera,Formicidae,2
27/04/2013,4,22,Shrub,Pan,White,Hymenoptera,Megachilidae,1
27/04/2013,4,22,Shrub,Pan,White,Hymenoptera,Sphecidae,1
27/04/2013,4,23,Shrub,Pan,Yellow,Diptera,Tachinidae,3
27/04/2013,4,23,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
27/04/2013,4,23,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,23,Open,Pan,,,,0
27/04/2013,4,24,Open,Pan,Blue,Coleoptera,melyridae,2
